FID,X,Y,Call_Taken,Location,Day
1379,-10379224.723503,5625265.158974,2015-12-30T00:00:00.000Z,1516 31st ave ne,Day 2
1380,-10377961.337601,5619312.993075,2015-12-30T00:00:00.000Z,1806 fairmont st se,Day 2
1381,0,0,2015-12-30T00:00:00.000Z,1908 Neuton Ave N,Day 2
1382,-10386781.880423,5618628.930097,2015-12-30T00:00:00.000Z,2016 4th ave n,Day 2
1383,-10379219.241631,5625265.196042,2015-12-30T00:00:00.000Z,1520 31st ave ne,Day 2
1384,-10383223.730757,5615999.175311,2015-12-30T00:00:00.000Z,1822 2nd ave s,Day 2
1385,-10385223.202213,5612410.210908,2015-12-30T00:00:00.000Z,3350 COLFAX AVE S,Day 2
1386,-10387442.089447,5621952.641403,2015-12-30T00:00:00.000Z,2316 sheridan Ave N,Day 2
1387,-10387444.202157,5621362.352953,2015-12-30T00:00:00.000Z,1916 sheridan ave n,Day 2
1388,-10382967.754976,5616053.61204,2015-12-30T00:00:00.000Z,314 18TH ST E,Day 2
1389,-10385228.3202,5611671.501355,2015-12-30T00:00:00.000Z,3614 COLFAX AVE S,Day 2
1390,-10383223.897375,5616167.601944,2015-12-30T00:00:00.000Z,1726 2nd ave s,Day 2
1391,-10377817.057387,5619791.767464,2015-12-30T00:00:00.000Z,1038 19th ave se,Day 2
1392,-10385223.749923,5612272.836771,2015-12-30T00:00:00.000Z,3402 Colfax ave s,Day 2
1393,-10381377.362356,5622433.520196,2015-12-30T00:00:00.000Z,1745 washington st ne,Day 2
1394,-10385223.714386,5612278.288453,2015-12-30T00:00:00.000Z,3400 Colfax ave s,Day 2
1395,-10383223.946607,5616183.671498,2015-12-30T00:00:00.000Z,1716 2ND AVE S,Day 2
1396,-10380143.019999,5611729.955425,2015-12-30T00:00:00.000Z,1842 36th st e,Day 2
1397,-10377347.26715,5616982.668851,2015-12-30T00:00:00.000Z,124 26th ave se,Day 2
1398,-10388013.726699,5621349.142694,2015-12-30T00:00:00.000Z,1902 washburn ave n,Day 2
1399,-10385215.213315,5613312.458876,2015-12-30T00:00:00.000Z,3028 colfax ave s.,Day 2
1400,-10379977.378127,5613241.514263,2015-12-30T00:00:00.000Z,3032 19th ave s,Day 2
1401,-10385222.862785,5612501.936933,2015-12-30T00:00:00.000Z,3312 colfax ave s.,Day 2
1402,-10377371.282315,5619504.394194,2015-12-30T00:00:00.000Z,916 22nd ave se,Day 2
1403,-10379260.583142,5612548.557268,2015-12-30T00:00:00.000Z,2324 33rd st e,Day 2
1404,-10377362.064389,5616955.945014,2015-12-30T00:00:00.000Z,106 26th ave se,Day 2
1405,-10378514.895724,5610877.88705,2015-12-30T00:00:00.000Z,2824 39 st e,Day 2
1406,-10381424.181415,5626604.757215,2015-12-30T00:00:00.000Z,3538 Spain PL,Day 2
1407,-10377371.555345,5619476.325042,2015-12-30T00:00:00.000Z,910 22ND ave se,Day 2
1408,-10376432.379548,5616429.984112,2015-12-30T00:00:00.000Z,58 orlin ave s,Day 2
1409,-10383745.993235,5616235.598275,2015-12-30T00:00:00.000Z,22 oak grove St,Day 2
1410,-10379300.375658,5612547.951383,2015-12-30T00:00:00.000Z,2302 33rd st e,Day 2
1411,-10379008.116477,5615635.806604,2015-12-30T00:00:00.000Z,2012 25th AVE S,Day 2
1412,0,0,2015-12-30T00:00:00.000Z,1056 24th ave s e,Day 2
1413,-10382088.641231,5616000.325799,2015-12-30T00:00:00.000Z,1820 Columbus av s,Day 2
1414,-10386877.720635,5620484.578037,2015-12-30T00:00:00.000Z,1430 Oliver Ave N,Day 2
1415,-10380938.64147,5621999.354448,2015-12-30T00:00:00.000Z,682 15th ave ne,Day 2
1416,-10386735.86979,5621383.516985,2015-12-30T00:00:00.000Z,1928 newton ave n,Day 2
1417,-10381408.007712,5622340.451097,2015-12-30T00:00:00.000Z,612 17th ave ne,Day 2
1418,-10386876.979283,5620808.358816,2015-12-30T00:00:00.000Z,1620 Oliver Ave N,Day 2
1419,-10381790.427748,5611621.428369,2015-12-31T00:00:00.000Z,3637 elliot ave,Day 3
1420,-10387599.986397,5620208.043159,2015-12-31T00:00:00.000Z,1305 thomas ave n,Day 3
1421,-10386193.593196,5619831.652606,2015-12-31T00:00:00.000Z,1119 James Ave N,Day 3
1422,-10381795.339729,5612189.790486,2015-12-31T00:00:00.000Z,3437 Elliott ave s,Day 3
1423,-10386191.45889,5620261.590072,2015-12-31T00:00:00.000Z,1331 james Ave n,Day 3
1424,-10378922.506833,5618843.600878,2015-12-31T00:00:00.000Z,1307 6th street SE,Day 3
1425,-10381790.473441,5611626.876867,2015-12-31T00:00:00.000Z,3635 elliot ave,Day 3
1426,-10387742.535968,5620497.509895,2015-12-31T00:00:00.000Z,1411 upton ave n,Day 3
1427,-10386614.275925,5619512.37733,2015-12-31T00:00:00.000Z,929 Morgan ave n,Day 3
1428,-10379368.93937,5619300.760815,2015-12-31T00:00:00.000Z,927 7th st se,Day 3
1429,-10385764.744449,5624786.594502,2015-12-31T00:00:00.000Z,3619 girard ave n,Day 3
1430,-10378913.665085,5618838.639614,2015-12-31T00:00:00.000Z,1313 6th st se,Day 3
1431,-10378748.262286,5618745.602394,2015-12-31T00:00:00.000Z,1421 6th st SE,Day 3
1432,-10387885.2909,5620506.982922,2015-12-31T00:00:00.000Z,1417 Vincent ave n,Day 3
1433,-10378919.559584,5618841.947124,2015-12-31T00:00:00.000Z,1309 6th st SE,Day 3
1434,-10385614.829676,5615847.058845,2015-12-31T00:00:00.000Z,1917 fremont ave s,Day 3
1435,-10378910.717835,5618836.98586,2015-12-31T00:00:00.000Z,1315 6th ST SE,Day 3
1436,-10384200.303977,5615618.225794,2015-12-31T00:00:00.000Z,2019 PLEASANT AVE S,Day 3
1437,-10388028.089571,5620503.912469,2015-12-31T00:00:00.000Z,1413 Washburn Ave n,Day 3
1438,-10378904.823337,5618833.67835,2015-12-31T00:00:00.000Z,1319 6TH  st SE,Day 3
1439,-10378757.092043,5618750.615727,2015-12-31T00:00:00.000Z,1415 6th st se,Day 3
1440,-10384640.628442,5612698.089121,2015-12-31T00:00:00.000Z,3243 Garfield ave s,Day 3
1441,-10387599.906987,5620632.39696,2015-12-31T00:00:00.000Z,1511 Thomas Ave n,Day 3
1442,-10381786.886408,5611010.308289,2015-12-31T00:00:00.000Z,3853 elliot,Day 3
1443,-10378165.586869,5619562.26343,2015-12-31T00:00:00.000Z,991 17th Ave. SE,Day 3
1444,-10384200.315325,5615615.541917,2015-12-31T00:00:00.000Z,2021 PLEASANT AVE S,Day 3
1445,-10381786.552911,5611151.441744,2015-12-31T00:00:00.000Z,3801 elliot,Day 3
1446,-10378742.37578,5618742.260171,2015-12-31T00:00:00.000Z,1425 6th st se,Day 3
1447,-10386615.106517,5619241.592154,2015-12-31T00:00:00.000Z,723 Morgan  AVE N,Day 3
1448,-10379287.004466,5619254.659563,2015-12-31T00:00:00.000Z,1015 7th St se,Day 3
1449,0,0,2015-12-31T00:00:00.000Z,1329 7 th se,Day 3
1450,-10382503.416653,5621500.768115,2015-12-31T00:00:00.000Z,1203 main st ne,Day 3
1451,-10378907.770586,5618835.332105,2015-12-31T00:00:00.000Z,1317 6TH ST SE,Day 3
1452,-10380101.913877,5612452.258178,2015-12-31T00:00:00.000Z,3335 Longfellow ave s,Day 3
1453,-10387598.011453,5621910.453431,2015-12-31T00:00:00.000Z,2301 THomas ave n,Day 3
1454,-10378689.680178,5619847.62544,2015-12-31T00:00:00.000Z,1051 13th AVE SE,Day 3
1455,-10378681.952838,5618911.270241,2015-12-31T00:00:00.000Z,1407 7th st se,Day 3
1456,-10378441.894993,5618977.769585,2015-12-31T00:00:00.000Z,1503 8th st se,Day 3
1457,0,0,2015-12-31T00:00:00.000Z,7th and 14th ST SE,Day 3
1458,-10386471.339658,5620228.915305,2015-12-31T00:00:00.000Z,1317 logan Ave N,Day 3
1459,-10386332.838068,5619994.459051,2015-12-31T00:00:00.000Z,1233 Knox Ave N,Day 3
1460,-10385904.271085,5623980.954841,2015-12-31T00:00:00.000Z,3335 humboldt ave n,Day 3
1461,-10381792.616485,5611872.321514,2015-12-31T00:00:00.000Z,3549 elliot ave,Day 3
1462,-10380323.967652,5619633.98496,2015-12-31T00:00:00.000Z,415 6th st se,Day 3
1463,-10386474.257314,5619631.511748,2015-12-31T00:00:00.000Z,1007 logan Ave n,Day 3
1464,-10385614.980686,5615806.05472,2015-12-31T00:00:00.000Z,1935 fremont ave s,Day 3
1465,-10378679.017975,5618909.620204,2015-12-31T00:00:00.000Z,1409 7th St se,Day 3
1466,-10386332.934114,5619967.21452,2015-12-31T00:00:00.000Z,1223 Knox ave n,Day 3
1467,-10385978.584136,5621596.868574,2015-12-31T00:00:00.000Z,2115 irving ave n,Day 3
1468,-10379281.0873,5619251.404265,2015-12-31T00:00:00.000Z,1019 7th st se,Day 3
1469,-10378676.083113,5618907.970167,2015-12-31T00:00:00.000Z,1411 7th st se,Day 3
1470,-10387456.117559,5621624.297418,2015-12-31T00:00:00.000Z,2101 sheridan ave n,Day 3
1471,-10380468.19814,5619715.063419,2015-12-31T00:00:00.000Z,325 6th st se,Day 3
1472,-10380944.545217,5611362.161116,2015-12-31T00:00:00.000Z,3727 15 av s,Day 3
1473,-10379403.545474,5621140.629366,2015-12-31T00:00:00.000Z,737 Buchanan St NE,Day 3
1474,0,0,2015-12-31T00:00:00.000Z,1015 16th ave s e,Day 3
1475,-10387597.747035,5622063.180519,2015-12-31T00:00:00.000Z,2357 Thomas ave n,Day 3
1476,-10385976.597968,5621611.955943,2015-12-31T00:00:00.000Z,2123 irving ave n,Day 3
1477,-10378425.367769,5618968.437407,2015-12-31T00:00:00.000Z,1509 8th street se,Day 3
1478,-10380950.474845,5612274.983112,2015-12-31T00:00:00.000Z,3405 15th ave s,Day 3
1479,-10383071.687647,5614514.719036,2015-12-31T00:00:00.000Z,2601 3rd ave s,Day 3
1480,-10379403.457979,5621097.009117,2015-12-31T00:00:00.000Z,721 Buchanan St NE,Day 3
1481,-10387597.223517,5622335.251248,2015-12-31T00:00:00.000Z,2505 Thomas ave n,Day 3
1482,-10379514.78173,5620755.720013,2015-12-31T00:00:00.000Z,1315 Spring St NE,Day 3
1483,-10383086.691221,5614138.222911,2015-12-31T00:00:00.000Z,2731 3rd ave s,Day 3
1484,-10381094.959887,5612670.369388,2015-12-31T00:00:00.000Z,3255 14th ave s,Day 3
1485,-10384608.735687,5621783.163785,2015-12-31T00:00:00.000Z,2215 6th st n,Day 3
1486,-10380313.641265,5619628.142903,2015-12-31T00:00:00.000Z,421 6th st se,Day 3
1487,-10387598.164707,5621793.45156,2015-12-31T00:00:00.000Z,2215 Thomas ave n,Day 3
1488,-10386320.549825,5619809.34802,2015-12-31T00:00:00.000Z,1119 Knox ave n,Day 3
1489,-10384054.914224,5615827.118237,2015-12-31T00:00:00.000Z,231 RIDGEWOOD AV S,Day 3
1490,-10385773.829505,5612710.978944,2015-12-31T00:00:00.000Z,3239 Gerard Ave South,Day 3
1491,-10379522.964179,5620755.736167,2015-12-31T00:00:00.000Z,1309 Spring St NE,Day 3
1492,-10380529.026904,5612724.524146,2015-12-31T00:00:00.000Z,3235 17th ave s,Day 3
1493,-10387462.61122,5619492.13518,2015-12-31T00:00:00.000Z,911 Sheridan Ave n,Day 3
1494,-10383969.423616,5616403.213794,2015-12-31T00:00:00.000Z,1517 SPRUCE PL,Day 3
1495,-10385630.583384,5613030.777545,2015-12-31T00:00:00.000Z,3129 Fremont Ave South,Day 3
1496,-10379388.131225,5620260.777321,2015-12-31T00:00:00.000Z,327 Buchanan St NE,Day 3
1497,-10384988.14227,5616418.927249,2015-12-31T00:00:00.000Z,21 GROVELAND TERRACE,Day 3
1498,-10384265.234852,5621955.159487,2015-12-31T00:00:00.000Z,2315 3RD ST N,Day 3
1499,-10380500.925156,5619733.43051,2015-12-31T00:00:00.000Z,303 6th st se,Day 3
1500,-10387463.957939,5619362.960024,2015-12-31T00:00:00.000Z,815 Sheridan Ave n,Day 3
1501,-10378123.532711,5619777.951167,2015-12-31T00:00:00.000Z,1037 17th Ave. SE.,Day 3
1502,-10385630.557371,5613036.422132,2015-12-31T00:00:00.000Z,3127 FREMONT AVE S,Day 3
1503,-10379641.383793,5621040.456768,2015-12-31T00:00:00.000Z,1227 Summer St NE,Day 3
1504,-10383969.421292,5616415.202964,2015-12-31T00:00:00.000Z,1511 SPRUCE PL,Day 3
1505,-10381380.071131,5613266.618075,2015-12-31T00:00:00.000Z,3045 12th Ave s,Day 3
1506,-10378605.217209,5615373.175647,2015-12-31T00:00:00.000Z,2725 22ND ST E,Day 3
1507,-10378995.792084,5615649.084719,2015-12-31T00:00:00.000Z,2003 25th ave s,Day 3
1508,-10380047.503351,5622594.646278,2015-12-31T00:00:00.000Z,1821 Polk St NE,Day 3
1509,-10386750.034262,5620458.276863,2015-12-31T00:00:00.000Z,1415 Newton ave N,Day 3
1510,-10377483.114537,5619042.610294,2015-12-31T00:00:00.000Z,2129 elm st,Day 3
1511,-10386748.077426,5621361.125698,2015-12-31T00:00:00.000Z,1917 NEWTON AVE N,Day 3
1512,-10377678.108757,5619393.152376,2015-12-31T00:00:00.000Z,909 20TH AVE SE,Day 3
1513,-10385493.17994,5612449.516395,2015-12-31T00:00:00.000Z,3335 Emerson ave s,Day 3
1514,-10381378.272888,5613067.424014,2015-12-31T00:00:00.000Z,3115 12th ave,Day 3
1515,-10386330.997735,5620445.154742,2015-12-31T00:00:00.000Z,1407 knox ave n,Day 3
1516,-10381380.218881,5613283.076425,2015-12-31T00:00:00.000Z,3039 12th ave,Day 3
1517,-10385632.668926,5612679.676047,2015-12-31T00:00:00.000Z,3251 fremont ave s,Day 3
1518,-10385943.1219,5614461.960939,2015-12-31T00:00:00.000Z,2621 humbolt ave s,Day 3
1519,-10377381.999978,5619742.390831,2015-12-31T00:00:00.000Z,1025 22nd Ave Se,Day 3
1520,-10383969.419743,5616423.195744,2015-12-31T00:00:00.000Z,1507 spruce pl,Day 3
1521,-10386431.431242,5621826.501831,2015-12-31T00:00:00.000Z,2223 illion ave n,Day 3
1522,-10379525.064146,5615829.062726,2015-12-31T00:00:00.000Z,911 22nd Ave. S.,Day 3
1523,-10384947.854865,5622309.845551,2015-12-31T00:00:00.000Z,2517 Aldrich Ave n,Day 3
1524,-10380671.839921,5613031.556658,2015-12-31T00:00:00.000Z,3127 16th ave s,Day 3
1525,-10378110.990089,5619978.613143,2015-12-30T00:00:00.000Z,1078 17th ave se,Day 2
1526,-10378558.124285,5611420.772636,2015-12-30T00:00:00.000Z,3704 28th ave s,Day 2
1527,-10384724.527808,5628746.730235,2015-12-30T00:00:00.000Z,5006 6th st n,Day 2
1528,-10386173.847526,5624551.811955,2015-12-30T00:00:00.000Z,3534 James Ave n,Day 2
1529,-10382940.109689,5615785.423379,2015-12-30T00:00:00.000Z,1930 Clinton AVE S,Day 2
1530,-10386876.084637,5621182.182825,2015-12-30T00:00:00.000Z,1830 Oliver ave n,Day 2
1531,-10384724.627077,5628757.617625,2015-12-30T00:00:00.000Z,5010 6th st n,Day 2
1532,-10386315.747992,5623335.729738,2015-12-30T00:00:00.000Z,3102 knox ave n,Day 2
1533,-10386315.044591,5623647.081044,2015-12-30T00:00:00.000Z,3214 knox ave n,Day 2
1534,-10386315.139935,5623395.165967,2015-12-30T00:00:00.000Z,3124 Knox ave n,Day 2
1535,-10385130.291373,5619196.251164,2015-12-30T00:00:00.000Z,842 Gertrude brown pl,Day 2
1536,-10382939.954395,5616007.140873,2015-12-30T00:00:00.000Z,1818 Clinton ave s,Day 2
1537,-10387170.751914,5618457.884444,2015-12-30T00:00:00.000Z,308 queen ave n,Day 2
1538,-10378230.632451,5611718.722448,2015-12-30T00:00:00.000Z,2916 36th st,Day 2
1539,-10380286.691917,5610874.099677,2015-12-30T00:00:00.000Z,1816 39th ST E,Day 2
1540,-10378976.322942,5623646.437354,2015-12-30T00:00:00.000Z,2514 ulysses st ne,Day 2
1541,-10384508.031618,5613065.447792,2015-12-30T00:00:00.000Z,3116 Harriet Avenue South,Day 2
1542,-10380799.392592,5621999.768017,2015-12-30T00:00:00.000Z,710 15th ave ne,Day 2
1543,-10385913.22723,5624168.855771,2015-12-30T00:00:00.000Z,1508 34th ave n,Day 2
1544,0,0,2015-12-30T00:00:00.000Z,84'6 8th Ave n,Day 2
1545,-10385166.011963,5619920.589408,2015-12-30T00:00:00.000Z,942 11th ave n,Day 2
1546,-10386266.064927,5618205.060281,2015-12-30T00:00:00.000Z,1620 2nd ave n,Day 2
1547,-10381270.039871,5622341.062423,2015-12-30T00:00:00.000Z,634 17th ave ne,Day 2
1548,-10387587.78483,5620268.300921,2015-12-30T00:00:00.000Z,1326 THOMAS AVE N,Day 2
1549,-10381257.050019,5621999.498705,2015-12-30T00:00:00.000Z,636 15th ave ne,Day 2
1550,-10385116.657713,5619365.813632,2015-12-30T00:00:00.000Z,844 8th Ave N,Day 2
1551,-10381257.050019,5621999.498705,2015-12-30T00:00:00.000Z,636 15th ave ne,Day 2
1552,-10376953.690564,5619500.59266,2015-12-30T00:00:00.000Z,916 weeks ave,Day 2
1553,-10379771.021971,5619528.178004,2015-12-30T00:00:00.000Z,702 7th ave n,Day 2
1554,-10386888.45252,5618154.330952,2015-12-30T00:00:00.000Z,214 oliver ave n,Day 2
1555,-10384212.393763,5615642.432239,2015-12-30T00:00:00.000Z,2000 pleasant ave s,Day 2
1556,-10379764.364815,5619540.002817,2015-12-30T00:00:00.000Z,710 7th ave n,Day 2
1557,-10384935.253492,5613043.47222,2015-12-30T00:00:00.000Z,3124 Aldrich ave s,Day 2
1558,-10385766.52408,5620084.644282,2015-12-30T00:00:00.000Z,1300 12th ave n,Day 2
1559,-10385116.339758,5619211.492155,2015-12-30T00:00:00.000Z,838 gertrude brown pl,Day 2
1560,-10384935.892131,5612970.129732,2015-12-30T00:00:00.000Z,3150 Aldrich ave s,Day 2
1561,-10379505.469904,5613059.681444,2015-12-30T00:00:00.000Z,3116 22nd ave s,Day 2
1562,-10386671.856694,5618346.240469,2015-12-30T00:00:00.000Z,1928 3rd ave n,Day 2
1563,-10381087.276755,5609082.74932,2015-12-31T00:00:00.000Z,4531 14th ave s,Day 3
1564,-10386620.123015,5613341.467445,2015-12-31T00:00:00.000Z,3019 KNOX AVE S,Day 3
1565,-10381084.682021,5610550.18342,2015-12-31T00:00:00.000Z,4013 14th ave S,Day 3
1566,-10380828.448099,5619541.529225,2015-12-31T00:00:00.000Z,417 2nd ave SE,Day 3
1567,-10380736.882213,5619705.365575,2015-12-31T00:00:00.000Z,503 2nd ave se,Day 3
1568,-10386620.352167,5613320.231017,2015-12-31T00:00:00.000Z,3027 KNOX AVE S,Day 3
1569,-10382405.508906,5617865.895607,2015-12-31T00:00:00.000Z,527 3rd ave s,Day 3
1570,-10381084.90176,5611416.967663,2015-12-31T00:00:00.000Z,3707 14th ave S,Day 3
1571,-10381087.284018,5608777.303998,2015-12-31T00:00:00.000Z,4639 14th Ave s,Day 3
1572,-10380422.690244,5619539.314604,2015-12-31T00:00:00.000Z,529 4th ave se,Day 3
1573,-10380830.099394,5619538.569842,2015-12-31T00:00:00.000Z,415 2nd ave SE,Day 3
1574,-10384944.740273,5619610.464378,2015-12-31T00:00:00.000Z,941 Lyndale Place N,Day 3
1575,-10380630.059753,5620568.394697,2015-12-31T00:00:00.000Z,923 3rd ave ne,Day 3
1576,-10384580.322591,5621029.010228,2015-12-31T00:00:00.000Z,509 Lyn park cir n,Day 3
1577,-10385046.40152,5616147.997157,2015-12-31T00:00:00.000Z,1777 Bryant ave s,Day 3
1578,-10386478.578257,5613323.560545,2015-12-31T00:00:00.000Z,3025 James Ave South,Day 3
1579,-10381602.203624,5620049.350819,2015-12-31T00:00:00.000Z,225 3rd ave ne,Day 3
1580,-10384440.070998,5621020.806515,2015-12-31T00:00:00.000Z,1711 Lyn curve ave n,Day 3
1581,-10380430.916321,5619102.508698,2015-12-31T00:00:00.000Z,311 5th ave se,Day 3
1582,-10381227.806699,5611663.167607,2015-12-31T00:00:00.000Z,3621 13th ave s,Day 3
1583,-10378832.798962,5619709.150478,2015-12-31T00:00:00.000Z,1021 12th ave SE,Day 3
1584,-10386478.977951,5613275.686737,2015-12-31T00:00:00.000Z,3043 James Ave South,Day 3
1585,0,0,2015-12-31T00:00:00.000Z,705 Lyndale place,Day 3
1586,-10378843.268054,5619364.707546,2015-12-31T00:00:00.000Z,932 12th ave SE,Day 3
1587,0,0,2015-12-31T00:00:00.000Z,929 12th ave s e,Day 3
1588,-10380628.713252,5620568.8596,2015-12-31T00:00:00.000Z,925 3rd ave ne,Day 3
1589,-10381475.520741,5620108.687192,2015-12-31T00:00:00.000Z,303 3rd ave ne,Day 3
1590,-10380435.905823,5619093.644717,2015-12-31T00:00:00.000Z,305 5th Ave se,Day 3
1591,-10381229.61867,5611985.567775,2015-12-31T00:00:00.000Z,3507 13th ave s,Day 3
1592,-10382648.752978,5615352.649199,2015-12-31T00:00:00.000Z,2207 5TH AVE S,Day 3
1593,-10385117.125711,5619764.24285,2015-12-31T00:00:00.000Z,1045 aldrich ave n,Day 3
1594,-10380088.825697,5619714.807307,2015-12-31T00:00:00.000Z,707 5th Ave. SE.,Day 3
1595,-10381655.051369,5620534.557061,2015-12-31T00:00:00.000Z,317 5th ave ne,Day 3
1596,-10385190.246625,5616074.971916,2015-12-31T00:00:00.000Z,1801 colfax ave s,Day 3
1597,-10381814.296345,5620456.502609,2015-12-31T00:00:00.000Z,217 5th ave ne,Day 3
1598,-10382648.798685,5615334.884208,2015-12-31T00:00:00.000Z,2221 5TH AVE S,Day 3
1599,-10378853.385819,5619371.510234,2015-12-31T00:00:00.000Z,927 12 TH AVE SE,Day 3
1600,-10380456.213013,5618695.255354,2015-12-31T00:00:00.000Z,105 6th ave ne,Day 3
1601,-10380262.392304,5619040.014951,2015-12-31T00:00:00.000Z,327 6TH AVE SE,Day 3
1602,-10377103.193485,5619168.658707,2015-12-31T00:00:00.000Z,853 24th ave SE,Day 3
1603,-10381788.647614,5609947.527812,2015-12-31T00:00:00.000Z,4227 elliot ave s,Day 3
1604,-10380082.163386,5619726.588968,2015-12-31T00:00:00.000Z,715 5th ave se,Day 3
1605,-10383351.851549,5615983.983251,2015-12-31T00:00:00.000Z,1831 Stevens AV s,Day 3
1606,-10387344.730678,5619341.481025,2015-12-31T00:00:00.000Z,801 Russell ave n,Day 3
1607,-10382029.112979,5620502.829695,2015-12-31T00:00:00.000Z,135 6th ave ne,Day 3
1608,-10386275.255555,5621547.328881,2015-12-31T00:00:00.000Z,2017 James ave n,Day 3
1609,-10377385.484973,5619276.766534,2015-12-31T00:00:00.000Z,869 22nd ave SE,Day 3
1610,-10384437.557815,5622130.604378,2015-12-31T00:00:00.000Z,2415 4th ST N,Day 3
1611,-10380190.578085,5619169.525788,2015-12-31T00:00:00.000Z,411 6th ave SE,Day 3
1612,-10384263.913139,5623048.679887,2015-12-31T00:00:00.000Z,2915 3rd st n,Day 3
1613,-10378996.51175,5615743.212288,2015-12-31T00:00:00.000Z,917 25th ave s,Day 3
1614,-10380951.466067,5612428.928631,2015-12-31T00:00:00.000Z,3345 15th ave s,Day 3
1615,-10387345.929577,5619218.012014,2015-12-31T00:00:00.000Z,707 Russell ave n,Day 3
1616,-10379985.022467,5619443.033822,2015-12-31T00:00:00.000Z,621 6th st se,Day 3
1617,-10380956.423884,5613245.397947,2015-12-31T00:00:00.000Z,3053 15 avE  s,Day 3
1618,-10378853.387821,5619371.507266,2015-12-31T00:00:00.000Z,925 12th ave se,Day 3
1619,0,0,2015-12-31T00:00:00.000Z,1101 22nd ave s e,Day 3
1620,-10379743.277273,5619509.488515,2015-12-31T00:00:00.000Z,721 7th st se,Day 3
1621,-10379849.385405,5622547.729493,2015-12-31T00:00:00.000Z,1815 Taylor St NE,Day 3
1622,-10380437.557189,5618727.924706,2015-12-31T00:00:00.000Z,127 6 th ave se,Day 3
1623,-10384295.57997,5616332.154107,2015-12-31T00:00:00.000Z,335 oakgrove st,Day 3
1624,-10377104.159845,5619075.987299,2015-12-31T00:00:00.000Z,825 24th ave se,Day 3
1625,-10380429.253154,5619105.463359,2015-12-31T00:00:00.000Z,313 5TH AVE SE,Day 3
1626,-10378117.686708,5619414.279597,2015-12-31T00:00:00.000Z,1719 brook ave se,Day 3
1627,-10380956.423884,5613245.397947,2015-12-31T00:00:00.000Z,3053 15th Ave s,Day 3
1628,-10384980.917983,5619250.796056,2015-12-31T00:00:00.000Z,721 aldrich ave n,Day 3
1629,-10381097.972827,5613106.614943,2015-12-31T00:00:00.000Z,3101 14th ave s,Day 3
1630,-10380773.920897,5621038.9348,2015-12-31T00:00:00.000Z,727 Summer St NE,Day 3
1631,-10384015.831374,5615483.994364,2015-12-31T00:00:00.000Z,2119 pillsbury ave s,Day 3
1632,-10381098.595843,5613212.511439,2015-12-31T00:00:00.000Z,3053 14th ave s,Day 3
1633,-10387343.747193,5619511.904302,2015-12-31T00:00:00.000Z,927 Russell Ave n,Day 3
1634,-10385117.11138,5619755.160667,2015-12-31T00:00:00.000Z,1041 Aldrich Ave n,Day 3
1635,-10384267.577251,5622878.728502,2015-12-31T00:00:00.000Z,2817 3rd st n,Day 3
1636,-10378818.208507,5615089.580928,2015-12-31T00:00:00.000Z,2605 24th st e,Day 3
1637,-10378123.439889,5619732.454936,2015-12-31T00:00:00.000Z,1027 17th ave se,Day 3
1638,-10380349.244651,5619247.796188,2015-12-31T00:00:00.000Z,405 5th ave se,Day 3
1639,-10378144.207516,5619224.001866,2015-12-31T00:00:00.000Z,1703 Rollins ave se,Day 3
1640,-10377950.418996,5619896.474727,2015-12-31T00:00:00.000Z,1815 Talmage Ave se,Day 3
1641,-10380264.008829,5619037.087791,2015-12-31T00:00:00.000Z,325 6TH AVE SE,Day 3
1642,-10384015.065116,5615625.95735,2015-12-31T00:00:00.000Z,2013 pillsbury ave s,Day 3
1643,-10381947.557451,5622010.510166,2015-12-31T00:00:00.000Z,347 15th ave ne,Day 3
1644,-10380586.548387,5619611.082487,2015-12-31T00:00:00.000Z,519 3rd ave se,Day 3
1645,-10387346.911903,5619119.805201,2015-12-31T00:00:00.000Z,623 Russell Ave n,Day 3
1646,-10384942.580422,5619614.491414,2015-12-31T00:00:00.000Z,943 lyndale pl,Day 3
1647,-10385494.98513,5612225.197965,2015-12-31T00:00:00.000Z,3421 EMERSON AVE S,Day 3
1648,-10379672.991615,5623465.519849,2015-12-31T00:00:00.000Z,2415 Fillmore St NE,Day 3
1649,-10385494.880284,5612241.536262,2015-12-31T00:00:00.000Z,3415 EMERSON AVE S,Day 3
1650,-10385118.338317,5621199.787065,2015-12-31T00:00:00.000Z,1831 bryant ave n,Day 3
1651,-10386184.238126,5622761.080941,2015-12-31T00:00:00.000Z,2705 James Ave n,Day 3
1652,-10385494.635645,5612279.658957,2015-12-31T00:00:00.000Z,3401 Emerson Ave South,Day 3
1653,-10381368.39815,5611641.808592,2015-12-31T00:00:00.000Z,3629 12TH  av s,Day 3
1654,-10377346.344623,5619540.772711,2015-12-31T00:00:00.000Z,2217 cole ave se,Day 3
1655,-10386043.853318,5622540.218347,2015-12-31T00:00:00.000Z,2627 Irving Ave N,Day 3
1656,-10380796.804659,5622011.95681,2015-12-31T00:00:00.000Z,713 15th ave ne,Day 3
1657,-10380364.493868,5618856.290815,2015-12-31T00:00:00.000Z,209 6th ave se,Day 3
1658,-10387316.147568,5623489.320373,2015-12-31T00:00:00.000Z,3119 Russell ave n,Day 3
1659,-10380620.219445,5619800.425436,2015-12-31T00:00:00.000Z,227 6th st se,Day 3
1660,-10379533.064135,5623064.47077,2015-12-31T00:00:00.000Z,2211 Pierce St NE,Day 3
