FID,X,Y,Call_Taken,Location,Day
1095,-10383072.203415,5614433.427596,2015-12-31T00:00:00.000Z,2631 3rd ave s,Day 3
1096,-10383741.072855,5616223.412981,2015-12-31T00:00:00.000Z,15 oak grove st,Day 3
1097,-10386053.178683,5620214.190901,2015-12-31T00:00:00.000Z,1311 irving ave n,Day 3
1098,-10382122.672876,5622701.37445,2015-12-31T00:00:00.000Z,307 19th ave ne,Day 3
1099,-10380124.96479,5618921.421208,2015-12-31T00:00:00.000Z,307 7th ave se,Day 3
1100,-10381098.572203,5613208.371767,2015-12-31T00:00:00.000Z,3055 14th Ave S,Day 3
1101,-10378795.764283,5619473.403184,2015-12-31T00:00:00.000Z,1219 brook ave se,Day 3
1102,-10386468.750209,5623954.23376,2015-12-31T00:00:00.000Z,3323 Logan Ave N,Day 3
1103,-10385779.247783,5612181.49545,2015-12-31T00:00:00.000Z,3437 GIRARD AVE S,Day 3
1104,-10382122.672876,5622701.37445,2015-12-31T00:00:00.000Z,307 19th ave ne,Day 3
1105,-10384200.258586,5615628.961303,2015-12-31T00:00:00.000Z,2011 PLEASANT AVE S,Day 3
1106,-10384612.080337,5624250.962421,2015-12-31T00:00:00.000Z,3435 6th St N,Day 3
1107,-10377526.777453,5619363.37491,2015-12-31T00:00:00.000Z,895 21st Ave. SE.,Day 3
1108,-10378996.433724,5615735.42548,2015-12-31T00:00:00.000Z,925 25th Ave. S.,Day 3
1109,-10386053.144912,5620218.926073,2015-12-31T00:00:00.000Z,1313 Irving Ave n,Day 3
1110,-10384616.139266,5625330.948536,2015-12-31T00:00:00.000Z,3813 6th st n,Day 3
1111,-10379483.201505,5619159.573026,2015-12-31T00:00:00.000Z,915 6TH ST SE,Day 3
1112,-10376845.285298,5619395.403741,2015-12-31T00:00:00.000Z,895 weeks ave se,Day 3
1113,-10380520.563165,5609373.361179,2015-12-31T00:00:00.000Z,4429 17th Ave S,Day 3
1114,-10380102.101731,5612505.322366,2015-12-31T00:00:00.000Z,3313 Longfellow ave s,Day 3
1115,-10385354.396622,5612148.860057,2015-12-31T00:00:00.000Z,3449 DuPont Ave South,Day 3
1116,-10378690.308127,5619736.389952,2015-12-31T00:00:00.000Z,1027 13th ave se,Day 3
1117,-10380056.759241,5618674.980502,2015-12-31T00:00:00.000Z,205 8th ave se,Day 3
1118,-10385211.984603,5612207.337111,2015-12-31T00:00:00.000Z,3427 Colfax Ave South,Day 3
1119,-10381788.43464,5609974.748332,2015-12-31T00:00:00.000Z,4217 elliot ave,Day 3
1120,0,0,2015-12-31T00:00:00.000Z,421 giarad ter,Day 3
1121,-10386193.760628,5619801.474903,2015-12-31T00:00:00.000Z,1103 James ave n,Day 3
1122,-10382777.253621,5623112.5984,2015-12-31T00:00:00.000Z,51 22nd Ave NE,Day 3
1123,-10385614.880012,5615833.390803,2015-12-31T00:00:00.000Z,1923 fremont ave s,Day 3
1124,-10381945.00956,5623102.05807,2015-12-31T00:00:00.000Z,353 22nd ave ne,Day 3
1125,-10386468.741324,5623965.065121,2015-12-31T00:00:00.000Z,3327 logan Ave  N,Day 3
1126,-10381793.00642,5611915.777927,2015-12-31T00:00:00.000Z,3533 elliot av s,Day 3
1127,-10386053.111141,5620223.661244,2015-12-31T00:00:00.000Z,1315 Irving Ave n,Day 3
1128,-10376670.202324,5619947.325807,2015-12-31T00:00:00.000Z,1067 27th ave se,Day 3
1129,-10379493.372591,5613103.482977,2015-12-31T00:00:00.000Z,3101 22nd Ave s,Day 3
1130,-10387599.967312,5620328.562544,2015-12-31T00:00:00.000Z,1349 THOMAS AVE N,Day 3
1131,-10383351.820368,5616014.471814,2015-12-31T00:00:00.000Z,1815 Stevens AV s,Day 3
1132,-10378931.348581,5618848.562142,2015-12-31T00:00:00.000Z,1301 6th st se,Day 3
1133,-10376952.992624,5620052.598936,2015-12-31T00:00:00.000Z,1089 25th ave SE,Day 3
1134,-10387464.154335,5619344.121981,2015-12-31T00:00:00.000Z,801 Sheridan Ave n,Day 3
1135,-10385205.383709,5625017.052783,2015-12-31T00:00:00.000Z,3701 colfax ave n,Day 3
1136,-10380053.470247,5618680.955444,2015-12-31T00:00:00.000Z,209 8th ave se,Day 3
1137,-10383435.965386,5616040.686017,2015-12-31T00:00:00.000Z,111 18th st e,Day 3
1138,-10378928.401332,5618846.908388,2015-12-31T00:00:00.000Z,1303 6TH ST SE,Day 3
1139,-10384058.789149,5616241.778465,2015-12-31T00:00:00.000Z,229 OAK GROVE ST,Day 3
1140,-10387744.024275,5620004.098407,2015-12-31T00:00:00.000Z,1213 upton ave n,Day 3
1141,-10383484.874399,5615842.55751,2015-12-31T00:00:00.000Z,103 19th st e,Day 3
1142,-10379471.703546,5619153.084218,2015-12-31T00:00:00.000Z,927 6th st se,Day 3
1143,-10385210.521499,5625725.097851,2015-12-31T00:00:00.000Z,3951 colfax ave n,Day 3
1144,-10379681.817852,5613081.676054,2015-12-31T00:00:00.000Z,3109 21st ave s,Day 3
1145,-10385772.272074,5613001.886858,2015-12-31T00:00:00.000Z,3139 GIRARD AVE S,Day 3
1146,-10379701.710675,5615806.372878,2015-12-31T00:00:00.000Z,925 21st ave S,Day 3
1147,-10383435.668046,5616208.447621,2015-12-31T00:00:00.000Z,111 17th st e,Day 3
1148,-10384617.830153,5625718.546468,2015-12-31T00:00:00.000Z,3951 6th st n,Day 3
1149,-10380523.998625,5611644.564352,2015-12-31T00:00:00.000Z,3627 17th ave s,Day 3
1150,-10383423.666909,5616040.738517,2015-12-31T00:00:00.000Z,113 18th st e,Day 3
1151,-10383411.368432,5616040.791018,2015-12-31T00:00:00.000Z,115 18th st e,Day 3
1152,-10379282.713752,5611433.151922,2015-12-31T00:00:00.000Z,2311 37th st e,Day 3
1153,-10380084.507916,5611717.795101,2015-12-31T00:00:00.000Z,1857 36th st e,Day 3
1154,-10380523.776554,5611595.62497,2015-12-31T00:00:00.000Z,3645 17th ave s,Day 3
1155,-10381996.068552,5622701.701685,2015-12-31T00:00:00.000Z,325 19th ave ne,Day 3
1156,-10386618.086782,5618375.792988,2015-12-31T00:00:00.000Z,305 morgan ave n,Day 3
1157,-10379289.482835,5612821.698338,2015-12-31T00:00:00.000Z,2309 32nd st e,Day 3
1158,-10380165.493779,5611717.768157,2015-12-31T00:00:00.000Z,1839 36 st e,Day 3
1159,-10385288.608112,5622315.191757,2015-12-31T00:00:00.000Z,2519 dupont Ave n,Day 3
1160,-10381070.338095,5623272.549926,2015-12-31T00:00:00.000Z,669 23rd ave ne,Day 3
1161,-10384499.110772,5614971.251639,2015-12-31T00:00:00.000Z,2440 Harriet ave s,Day 3
1162,-10377237.833583,5619977.767813,2015-12-31T00:00:00.000Z,1071 23rd ave se,Day 3
1163,-10385289.300548,5621611.796284,2015-12-31T00:00:00.000Z,2125 dupont Ave n,Day 3
1164,-10383212.131959,5615797.073405,2015-12-31T00:00:00.000Z,1925 2ND AVE S,Day 3
1165,-10383374.473003,5616040.948519,2015-12-31T00:00:00.000Z,121 18th st e,Day 3
1166,-10377356.818552,5614245.926307,2015-12-31T00:00:00.000Z,3521 27th st E,Day 3
1167,-10377098.009578,5614516.145424,2015-12-31T00:00:00.000Z,2607 37 th ave s,Day 3
1168,-10386750.630688,5623640.062693,2015-12-31T00:00:00.000Z,3211 Newton Ave N,Day 3
1169,-10386892.454661,5624263.776146,2015-12-31T00:00:00.000Z,3431 Oliver Ave n,Day 3
1170,-10384344.843138,5615008.686882,2015-12-31T00:00:00.000Z,2427 Grand Ave S,Day 3
1171,-10383211.813717,5616202.992315,2015-12-31T00:00:00.000Z,1705 2nd av s,Day 3
1172,-10382462.147081,5621498.31536,2015-12-31T00:00:00.000Z,127 12th ave ne,Day 3
1173,-10383041.92696,5616041.601049,2015-12-31T00:00:00.000Z,305 18th st e,Day 3
1174,-10382312.113182,5621497.903744,2015-12-31T00:00:00.000Z,215 12th ave ne,Day 3
1175,-10383194.129982,5616040.943489,2015-12-31T00:00:00.000Z,215 18th St e,Day 3
1176,-10382928.210384,5615641.279382,2015-12-31T00:00:00.000Z,2001 Clinton ave s,Day 3
1177,-10376681.886276,5619297.076543,2015-12-31T00:00:00.000Z,875 27th ave se,Day 3
1178,-10383329.739652,5616208.519024,2015-12-31T00:00:00.000Z,139 17th st e,Day 3
1179,-10380652.259982,5616664.294146,2015-12-31T00:00:00.000Z,1501 6th st s,Day 3
1180,-10379171.901897,5615798.512089,2015-12-31T00:00:00.000Z,927 24th ave s,Day 3
1181,-10382928.175469,5615342.367806,2015-12-31T00:00:00.000Z,2215 Clinton ave s,Day 3
1182,-10382452.401117,5621498.271693,2015-12-31T00:00:00.000Z,133 12th ave ne,Day 3
1183,-10386892.489145,5624301.964598,2015-12-31T00:00:00.000Z,3445 Oliver  Ave N,Day 3
1184,-10382449.152462,5621498.257137,2015-12-31T00:00:00.000Z,135 12th ave ne,Day 3
1185,-10386044.094155,5619087.492877,2015-12-31T00:00:00.000Z,1500 olson mem hwy,Day 3
1186,-10382455.649772,5621498.286249,2015-12-31T00:00:00.000Z,131 12th ave ne,Day 3
1187,-10377510.907827,5619923.628185,2015-12-31T00:00:00.000Z,1064 21st ave se,Day 3
1188,-10383350.110845,5616041.007125,2015-12-31T00:00:00.000Z,127 18th st e,Day 3
1189,-10383471.860186,5616208.390649,2015-12-31T00:00:00.000Z,105 17th st e,Day 3
1190,-10384494.432516,5613366.367086,2015-12-31T00:00:00.000Z,3009 Harriet ave s,Day 3
1191,-10378310.371688,5613024.419073,2015-12-31T00:00:00.000Z,3145 29th ave S,Day 3
1192,-10385213.990006,5611928.531544,2015-12-31T00:00:00.000Z,3525 Colfax ave s,Day 3
1193,-10383352.859366,5616200.03792,2015-12-31T00:00:00.000Z,1707 stevens ave s,Day 3
1194,-10378310.479508,5613080.953981,2015-12-31T00:00:00.000Z,3125 29th ave S,Day 3
1195,-10385212.126752,5612185.530382,2015-12-31T00:00:00.000Z,3435 COLFAX AVE S,Day 3
1196,-10385342.443946,5623452.614465,2015-12-31T00:00:00.000Z,3101 dupont ave n,Day 3
1197,-10380176.750005,5623884.356478,2015-12-31T00:00:00.000Z,949 26th ave ne,Day 3
1198,-10377225.155227,5620039.941395,2015-12-31T00:00:00.000Z,1086 23rd ave se,Day 3
1199,-10380098.501157,5611568.26066,2015-12-31T00:00:00.000Z,3655 Longfellow ave s,Day 3
1200,-10383352.81428,5616193.609516,2015-12-31T00:00:00.000Z,1711 Stevens ave s,Day 3
1201,-10383374.473003,5616040.948519,2015-12-31T00:00:00.000Z,121 18th st e,Day 3
1202,-10382927.826697,5615827.364728,2015-12-31T00:00:00.000Z,1909 Clinton ave s,Day 3
1203,-10386499.081709,5618616.142549,2015-12-31T00:00:00.000Z,1819 4th Ave s,Day 3
1204,-10384628.391326,5614965.912494,2015-12-31T00:00:00.000Z,2443 Garfield ave s,Day 3
1205,-10384628.020724,5615030.64271,2015-12-31T00:00:00.000Z,2419 Garfield ave s,Day 3
1206,-10385473.914099,5615617.52085,2015-12-31T00:00:00.000Z,2021 Emerson ave s,Day 3
1207,-10379333.802133,5618858.438418,2015-12-30T00:00:00.000Z,1100 5th st se,Day 2
1208,-10382171.979669,5616360.38769,2015-12-30T00:00:00.000Z,716 16th st e,Day 2
1209,-10387587.215313,5621074.84555,2015-12-30T00:00:00.000Z,1714 thomas ave n,Day 2
1210,-10380536.196777,5621123.318047,2015-12-30T00:00:00.000Z,734 jackson st ne,Day 2
1211,-10382161.070777,5616360.361479,2015-12-30T00:00:00.000Z,720 16th st e,Day 2
1212,-10382798.166384,5615827.432995,2015-12-30T00:00:00.000Z,1908 4TH AVE S,Day 2
1213,-10385106.484699,5622125.694617,2015-12-30T00:00:00.000Z,2410 Bryant Ave n,Day 2
1214,-10380401.505545,5613027.029049,2015-12-30T00:00:00.000Z,3128 18th ave s,Day 2
1215,-10378904.060867,5619260.421554,2015-12-30T00:00:00.000Z,814 12th ave se,Day 2
1216,-10379686.182272,5620894.916198,2015-12-30T00:00:00.000Z,650 fillmore st ne,Day 2
1217,-10385749.878114,5622550.495632,2015-12-30T00:00:00.000Z,2630 Girard Ave n,Day 2
1218,-10387333.59783,5619231.919613,2015-12-30T00:00:00.000Z,718 Russell   Ave  N,Day 2
1219,-10380961.214385,5620898.043287,2015-12-30T00:00:00.000Z,652 madison st ne,Day 2
1220,-10385750.474162,5622905.455201,2015-12-30T00:00:00.000Z,2814 girard ave n,Day 2
1221,0,0,2015-12-30T00:00:00.000Z,638 pol st ne,Day 2
1222,-10378210.999436,5618833.391878,2015-12-30T00:00:00.000Z,1588 8th St se.,Day 2
1223,-10383364.004591,5616022.106424,2015-12-30T00:00:00.000Z,1810 stevens AVE S,Day 2
1224,-10380393.991447,5620779.330649,2015-12-30T00:00:00.000Z,608 vanburen st ne,Day 2
1225,-10379684.704927,5620495.950014,2015-12-30T00:00:00.000Z,408 fillmore st ne,Day 2
1226,0,0,2015-12-30T00:00:00.000Z,1502 e 33rd st,Day 2
1227,-10384223.520485,5616058.73338,2015-12-30T00:00:00.000Z,246 clifton ave s,Day 2
1228,-10386458.849992,5620438.866884,2015-12-30T00:00:00.000Z,1402 Logan Ave N,Day 2
1229,-10378847.789204,5618990.658329,2015-12-30T00:00:00.000Z,1302 7th st SE,Day 2
1230,-10379521.720963,5621027.930222,2015-12-30T00:00:00.000Z,1310 summer st ne,Day 2
1231,-10385787.449651,5612502.221009,2015-12-30T00:00:00.000Z,3312 girard ave s,Day 2
1232,0,0,2015-12-30T00:00:00.000Z,3228 15th a ve s,Day 2
1233,-10385750.155884,5622778.949572,2015-12-30T00:00:00.000Z,2720 girard ave n,Day 2
1234,-10379685.641984,5620796.665011,2015-12-30T00:00:00.000Z,614 fillmore st ne,Day 2
1235,-10379395.18899,5619095.918684,2015-12-30T00:00:00.000Z,1004 6th st se,Day 2
1236,-10387445.118892,5620506.171897,2015-12-30T00:00:00.000Z,1418 sheridan ave n,Day 2
1237,-10378835.969025,5618984.00162,2015-12-30T00:00:00.000Z,1310 7th st SE,Day 2
1238,-10385791.236349,5612214.187629,2015-12-30T00:00:00.000Z,3424 girard ave s,Day 2
1239,-10381095.85805,5612547.473842,2015-12-30T00:00:00.000Z,1400 33 st e,Day 2
1240,-10379675.473297,5621168.221725,2015-12-30T00:00:00.000Z,746 fillmore st ne,Day 2
1241,-10379391.233168,5621080.675978,2015-12-30T00:00:00.000Z,714 buchanan st ne,Day 2
1242,-10378754.282016,5618735.000115,2015-12-30T00:00:00.000Z,1420 6th st se,Day 2
1243,-10379050.187784,5618902.093078,2015-12-30T00:00:00.000Z,1228 6th st se,Day 2
1244,-10381246.884014,5622041.858712,2015-12-30T00:00:00.000Z,1516 ADAMS ST NE,Day 2
1245,-10380440.537692,5618698.119263,2015-12-30T00:00:00.000Z,110 6TH AVE NE,Day 2
1246,-10380761.703103,5610300.192011,2015-12-30T00:00:00.000Z,1548 41St st e,Day 2
1247,-10385751.675403,5624212.61989,2015-12-30T00:00:00.000Z,3416 girard ave n,Day 2
1248,-10378673.253537,5618892.392513,2015-12-30T00:00:00.000Z,1416 7th st se,Day 2
1249,-10378771.941531,5618745.026782,2015-12-30T00:00:00.000Z,1408 6th st se,Day 2
1250,-10380111.938455,5611141.488175,2015-12-30T00:00:00.000Z,3802 LONGFELLOW AVE S,Day 2
1251,-10378763.111773,5618740.013449,2015-12-30T00:00:00.000Z,1414 6th Se,Day 2
1252,0,0,2015-12-30T00:00:00.000Z,1108 14th ave s e,Day 2
1253,-10379831.598021,5622280.523377,2015-12-30T00:00:00.000Z,1626 taylor st ne,Day 2
1254,-10379952.17387,5618839.701588,2015-12-30T00:00:00.000Z,314 8th ave se,Day 2
1255,-10386459.548324,5619989.370404,2015-12-30T00:00:00.000Z,1230 Logan ave n,Day 2
1256,-10379292.881218,5619243.97737,2015-12-30T00:00:00.000Z,1014 7th st se,Day 2
1257,0,0,2015-12-30T00:00:00.000Z,3142 16tj ave,Day 2
1258,-10378679.123262,5618895.692586,2015-12-30T00:00:00.000Z,1412 7th st se,Day 2
1259,-10380059.40087,5622645.220636,2015-12-30T00:00:00.000Z,1838 polk st ne,Day 2
1260,-10378842.769634,5619004.876788,2015-12-30T00:00:00.000Z,702 13th st se,Day 2
1261,-10379856.793165,5623471.171318,2015-12-30T00:00:00.000Z,2418 Taylor St NE,Day 2
1262,-10381108.755557,5612961.300217,2015-12-30T00:00:00.000Z,3132 14th ave,Day 2
1263,-10387444.199206,5621365.056741,2015-12-30T00:00:00.000Z,1918 sheridan Ave  N,Day 2
1264,-10386321.76949,5619628.769194,2015-12-30T00:00:00.000Z,1024 Knox Ave N,Day 2
1265,-10380968.909746,5613305.639916,2015-12-30T00:00:00.000Z,3030 15th ave NE,Day 2
1266,-10379625.054657,5619428.678302,2015-12-30T00:00:00.000Z,800 7th st se,Day 2
1267,-10386742.974705,5619247.095984,2015-12-30T00:00:00.000Z,728 newton ave n,Day 2
1268,-10379977.111339,5613064.947045,2015-12-30T00:00:00.000Z,3114 19th ave s,Day 2
1269,-10380955.552404,5611143.440355,2015-12-30T00:00:00.000Z,3802 15 av s,Day 2
1270,-10386462.211797,5619345.297589,2015-12-30T00:00:00.000Z,804 Logan ave n,Day 2
1271,-10378661.514087,5618885.792366,2015-12-30T00:00:00.000Z,1424 7th st se,Day 2
1272,-10387302.284426,5620502.259471,2015-12-30T00:00:00.000Z,1416 Russell ave n,Day 2
1273,-10378153.394904,5619562.225423,2015-12-30T00:00:00.000Z,990 17th ave se,Day 2
1274,-10386321.631563,5619645.133971,2015-12-30T00:00:00.000Z,1032 Knox ave n,Day 2
1275,-10378442.380566,5618964.042379,2015-12-30T00:00:00.000Z,1504 8th ST se,Day 2
1276,-10383363.996795,5616029.728565,2015-12-30T00:00:00.000Z,1806 stevens ave,Day 2
1277,-10377967.798232,5619113.592877,2015-12-30T00:00:00.000Z,840 18th Ave. SE.,Day 2
1278,-10380450.363951,5623618.540443,2015-12-30T00:00:00.000Z,2506 jackson st ne,Day 2
1279,-10385787.502529,5620786.81841,2015-12-30T00:00:00.000Z,1606 girard ave n,Day 2
1280,-10380969.016648,5613327.567701,2015-12-30T00:00:00.000Z,3022 15th ave s,Day 2
1281,0,0,2015-12-30T00:00:00.000Z,204 E 18th st,Day 2
1282,-10379950.534287,5618842.68117,2015-12-30T00:00:00.000Z,316 8th ave se,Day 2
1283,-10378687.92785,5618900.642697,2015-12-30T00:00:00.000Z,1406 7th st Se,Day 2
1284,0,0,2015-12-30T00:00:00.000Z,612 Knox ave n,Day 2
1285,-10378809.373624,5618969.024024,2015-12-30T00:00:00.000Z,1328 7th st SE,Day 2
1286,-10378755.51464,5619159.730977,2015-12-30T00:00:00.000Z,804 13th ave se,Day 2
1287,-10379793.708147,5619117.713444,2015-12-30T00:00:00.000Z,808 5 th st se,Day 2
1288,-10380232.006298,5619365.706465,2015-12-30T00:00:00.000Z,520 5th st se,Day 2
1289,-10385650.702631,5611979.064974,2015-12-30T00:00:00.000Z,3506 Fremont Ave South,Day 2
1290,-10380648.59959,5623678.844005,2015-12-30T00:00:00.000Z,2528 quincy st ne,Day 2
1291,-10385165.566199,5618214.171899,2015-12-30T00:00:00.000Z,510 Bryant Ave n,Day 2
1292,-10378677.697664,5619810.478119,2015-12-30T00:00:00.000Z,1042 13 th ave se,Day 2
1293,-10380059.466142,5622637.34518,2015-12-30T00:00:00.000Z,1834 polk st ne,Day 2
1294,-10386881.038239,5619767.196878,2015-12-30T00:00:00.000Z,1106 Oliver Ave N,Day 2
1295,-10383364.020181,5616006.862142,2015-12-30T00:00:00.000Z,1818 Stevens AV s,Day 2
1296,-10385226.082683,5611939.553947,2015-12-30T00:00:00.000Z,3520 Colfax ave s,Day 2
1297,-10379060.477785,5619342.796903,2015-12-30T00:00:00.000Z,808 11th ave se,Day 2
1298,-10380055.672973,5623283.907482,2015-12-30T00:00:00.000Z,2322 polk st ne,Day 2
1299,-10380454.230862,5622786.249866,2015-12-30T00:00:00.000Z,1910 Jackson st NE,Day 2
1300,-10386741.842645,5619477.245647,2015-12-30T00:00:00.000Z,902 NEWTON ave n,Day 2
1301,-10378754.297065,5619161.821953,2015-12-30T00:00:00.000Z,806 13th ave se,Day 2
1302,-10378690.862712,5618902.292733,2015-12-30T00:00:00.000Z,1404 7th St se,Day 2
1303,-10387178.775695,5619368.152672,2015-12-30T00:00:00.000Z,820 Queen Ave N,Day 2
1304,-10385224.602814,5612141.996396,2015-12-30T00:00:00.000Z,3450 Colfax ave s,Day 2
1305,-10383208.48426,5615854.829298,2015-12-30T00:00:00.000Z,204 19TH ST E,Day 2
1306,-10386464.198152,5618658.788877,2015-12-30T00:00:00.000Z,420 logan ave n,Day 2
1307,-10383386.872091,5615854.594723,2015-12-30T00:00:00.000Z,118 19TH ST E,Day 2
1308,-10385507.526387,5612170.815209,2015-12-30T00:00:00.000Z,3440 Emerson Ave South,Day 2
1309,-10380402.328859,5613350.220905,2015-12-30T00:00:00.000Z,3014 18th ave,Day 2
1310,-10385098.217602,5618813.462967,2015-12-30T00:00:00.000Z,906 5th ave n,Day 2
1311,-10385500.058778,5613075.631556,2015-12-30T00:00:00.000Z,3112 Emerson ave s.,Day 2
1312,-10380394.723166,5611349.668227,2015-12-30T00:00:00.000Z,3730 18th ave s,Day 2
1313,-10383364.031874,5615995.428931,2015-12-30T00:00:00.000Z,1824 Stevens,Day 2
1314,-10386602.116799,5619498.819633,2015-12-30T00:00:00.000Z,918 Morgan Ave N,Day 2
1315,-10380681.989547,5612718.498854,2015-12-30T00:00:00.000Z,3236 16th ave s,Day 2
1316,-10378928.368634,5619900.022678,2015-12-30T00:00:00.000Z,1125 talmage se,Day 2
1317,-10386599.866651,5619989.433101,2015-12-30T00:00:00.000Z,1230 Morgan ave n,Day 2
1318,-10379922.087344,5619596.455326,2015-12-30T00:00:00.000Z,608 7th st se,Day 2
1319,-10385751.904884,5624557.430967,2015-12-30T00:00:00.000Z,3538 Girard Ave n,Day 2
1320,-10380542.823112,5613080.863218,2015-12-30T00:00:00.000Z,3108 17th ave S,Day 2
1321,-10385367.697519,5611978.181519,2015-12-30T00:00:00.000Z,3506 dupont ave s.,Day 2
1322,-10380603.329369,5622462.788076,2015-12-30T00:00:00.000Z,821 18th ave ne,Day 2
1323,-10378692.63216,5622486.416069,2015-12-30T00:00:00.000Z,1806 Garfield st ne,Day 2
1324,-10383223.682219,5616010.575767,2015-12-30T00:00:00.000Z,1816 2ND AVE S,Day 2
1325,-10387179.443712,5619243.08648,2015-12-30T00:00:00.000Z,726 queen  Ave  N,Day 2
1326,-10385890.824424,5624603.1978,2015-12-30T00:00:00.000Z,3554 humboldt ave n,Day 2
1327,-10383362.817501,5615502.759504,2015-12-30T00:00:00.000Z,2104 STEVENS AVE S,Day 2
1328,-10379542.639035,5623698.141701,2015-12-30T00:00:00.000Z,2534 pierce st ne,Day 2
1329,-10385753.605363,5624890.175671,2015-12-30T00:00:00.000Z,3656 girard ave n,Day 2
1330,0,0,2015-12-30T00:00:00.000Z,1518 5th st s.e.,Day 2
1331,-10378131.517298,5619402.159437,2015-12-30T00:00:00.000Z,1710 Brooke ave SE,Day 2
1332,-10379342.145877,5618480.726158,2015-12-30T00:00:00.000Z,306 12th ave se,Day 2
1333,-10383205.072154,5616053.067286,2015-12-30T00:00:00.000Z,206 18th st e,Day 2
1334,-10386740.303569,5619925.165184,2015-12-30T00:00:00.000Z,1206 Newton Ave N,Day 2
1335,-10383374.62421,5615854.575373,2015-12-30T00:00:00.000Z,120 19TH ST E,Day 2
1336,-10385751.877037,5624481.271289,2015-12-30T00:00:00.000Z,3510 Girard Ave n,Day 2
1337,-10379542.778085,5623637.78222,2015-12-30T00:00:00.000Z,2512 Pierce St NE,Day 2
1338,-10385642.983383,5612985.67704,2015-12-30T00:00:00.000Z,3144 FREMONT AVE S,Day 2
1339,-10386751.559147,5618524.048782,2015-12-30T00:00:00.000Z,340 newton ave n,Day 2
1340,-10387161.643803,5619987.321799,2015-12-30T00:00:00.000Z,1236 queen ave n,Day 2
1341,-10380652.585694,5622665.482785,2015-12-30T00:00:00.000Z,1852 quincy St ne,Day 2
1342,-10378253.187308,5619796.56177,2015-12-30T00:00:00.000Z,1040 16th ave SE,Day 2
1343,-10384953.065237,5618816.596251,2015-12-30T00:00:00.000Z,804 5th ave n,Day 2
1344,-10386884.377604,5619225.516791,2015-12-30T00:00:00.000Z,702 Oliver Ave N,Day 2
1345,-10378692.436814,5622557.396445,2015-12-30T00:00:00.000Z,1832 garfield st ne,Day 2
1346,-10386033.642324,5623971.481225,2015-12-30T00:00:00.000Z,3330 irving ave n,Day 2
1347,-10383203.013443,5615854.791499,2015-12-30T00:00:00.000Z,208 19th st e,Day 2
1348,-10384975.132175,5618818.704582,2015-12-30T00:00:00.000Z,820 5th Ave n,Day 2
1349,-10385755.462763,5625082.176361,2015-12-30T00:00:00.000Z,3722 Girard Ave n,Day 2
1350,0,0,2015-12-30T00:00:00.000Z,1048 16th ave s e,Day 2
1351,-10385756.236784,5625170.234207,2015-12-30T00:00:00.000Z,3754 girard ave n,Day 2
1352,-10385366.008386,5612236.766517,2015-12-30T00:00:00.000Z,3416 DUPONT AVE S,Day 2
1353,-10386033.81165,5623901.043466,2015-12-30T00:00:00.000Z,3304 irving ave n,Day 2
1354,-10382926.017862,5615854.705563,2015-12-30T00:00:00.000Z,326 19th st e,Day 2
1355,-10383364.091812,5615819.674681,2015-12-30T00:00:00.000Z,1912 Stevens ave s,Day 2
1356,-10379688.955063,5622314.624373,2015-12-30T00:00:00.000Z,1720 fillmore st ne,Day 2
1357,-10379689.789308,5611966.288386,2015-12-30T00:00:00.000Z,3512 21st ave s,Day 2
1358,-10385773.030882,5626253.650316,2015-12-30T00:00:00.000Z,4122 Girard Ave n,Day 2
1359,-10380059.498778,5622633.407452,2015-12-30T00:00:00.000Z,1832 polk st ne,Day 2
1360,-10381534.11437,5613337.393422,2015-12-30T00:00:00.000Z,3018 11th ave s,Day 2
1361,-10383342.955157,5616053.187875,2015-12-30T00:00:00.000Z,130 18th st e,Day 2
1362,-10386750.984923,5618807.64512,2015-12-30T00:00:00.000Z,506 newton ave n,Day 2
1363,-10378658.579225,5618884.142329,2015-12-30T00:00:00.000Z,1426 7th st se,Day 2
1364,-10380956.483921,5611318.488482,2015-12-30T00:00:00.000Z,3742 15th Ave s,Day 2
1365,-10380319.878312,5609749.695004,2015-12-30T00:00:00.000Z,1810 43rd st e,Day 2
1366,-10385364.176651,5612441.118045,2015-12-30T00:00:00.000Z,3338 DuPont Ave South,Day 2
1367,-10383200.278035,5615854.7726,2015-12-30T00:00:00.000Z,210 19th St e,Day 2
1368,0,0,2015-12-30T00:00:00.000Z,1074 14th ave s e,Day 2
1369,-10386032.82297,5624457.980974,2015-12-30T00:00:00.000Z,3500 irving ave n,Day 2
1370,-10386881.762265,5619643.292849,2015-12-30T00:00:00.000Z,1014 Oliver ave n,Day 2
1371,-10379836.4479,5612730.936896,2015-12-30T00:00:00.000Z,3232 20th ave s,Day 2
1372,-10378111.027945,5620003.27822,2015-12-30T00:00:00.000Z,1084 17th ave se,Day 2
1373,-10383196.922738,5616053.118277,2015-12-30T00:00:00.000Z,212 18th st e,Day 2
1374,-10386736.488482,5620972.312157,2015-12-30T00:00:00.000Z,1714 newton ave n,Day 2
1375,-10385218.974369,5612793.99218,2015-12-30T00:00:00.000Z,3208 Colfax Ave South,Day 2
1376,-10383188.773322,5616053.169269,2015-12-30T00:00:00.000Z,218 18th st e,Day 2
1377,-10377369.739125,5619752.201031,2015-12-30T00:00:00.000Z,1026 22nd Ave Se,Day 2
1378,-10383223.746936,5615995.375159,2015-12-30T00:00:00.000Z,1824 2nd ave s,Day 2
