FID,X,Y,Call_Taken,Location,Day
1283,-10387460.505766,5620052.851159,2016-02-04T00:00:00.000Z,1225 Sheridan ave n,Day 3
1284,-10384496.833301,5612783.855594,2016-02-04T00:00:00.000Z,3213 HARRIET AVE S,Day 3
1285,-10378123.264337,5620032.177185,2016-02-04T00:00:00.000Z,1091 17th ave se,Day 3
1286,-10384283.25824,5615804.629557,2016-02-04T00:00:00.000Z,337 ridgewood ave,Day 3
1287,-10389064.547128,5612866.495144,2016-02-04T00:00:00.000Z,3729 32ND ST W,Day 3
1288,-10385051.368089,5615199.001982,2016-02-04T00:00:00.000Z,2323 BRYANT AVE S,Day 3
1289,-10384030.573656,5612493.789053,2016-02-04T00:00:00.000Z,3317 Pillsbury,Day 3
1290,-10380352.682488,5618877.504356,2016-02-04T00:00:00.000Z,223 6TH AVE SE,Day 3
1291,-10381380.908381,5613359.882054,2016-02-04T00:00:00.000Z,3011 12th ave s,Day 3
1292,-10386044.886715,5624555.779696,2016-02-04T00:00:00.000Z,3537 Irving av n,Day 3
1293,-10384463.100195,5616401.028212,2016-02-04T00:00:00.000Z,411 OAK GROVE ST,Day 3
1294,-10384923.187835,5624750.375961,2016-02-04T00:00:00.000Z,3609 Aldrich Ave n,Day 3
1295,-10383411.387114,5615842.441413,2016-02-04T00:00:00.000Z,115 19TH ST E,Day 3
1296,-10382946.89874,5624827.996698,2016-02-04T00:00:00.000Z,2931 Randolph St NE,Day 3
1297,-10387043.076245,5621606.530488,2016-02-04T00:00:00.000Z,2213 21st Ave N,Day 3
1298,-10381143.349382,5622718.451012,2016-02-04T00:00:00.000Z,1909 Jefferson St NE,Day 3
1299,-10377678.004853,5619411.684044,2016-02-04T00:00:00.000Z,917 20TH AVE SE,Day 3
1300,-10380521.454543,5610506.369273,2016-02-04T00:00:00.000Z,4025 17th ave s,Day 3
1301,-10388035.604387,5625385.512372,2016-02-04T00:00:00.000Z,3823 Washburn North,Day 3
1302,-10380204.620754,5618783.80531,2016-02-04T00:00:00.000Z,217 7th ave se,Day 3
1303,-10385063.903907,5624828.700238,2016-02-04T00:00:00.000Z,3637 Bryant ave n,Day 3
1304,-10377339.522798,5609735.765409,2016-02-04T00:00:00.000Z,3513 43rd st E,Day 3
1305,-10379525.870315,5615497.265051,2016-02-04T00:00:00.000Z,2115 22nd ave s,Day 3
1306,-10380497.949973,5619731.760774,2016-02-04T00:00:00.000Z,305 6th st se,Day 3
1307,-10385763.851039,5623946.342295,2016-02-04T00:00:00.000Z,3323 girard ave n,Day 3
1308,-10384907.947082,5615625.730263,2016-02-04T00:00:00.000Z,2015 aldrich ave s,Day 3
1309,-10378915.992907,5619264.16213,2016-02-04T00:00:00.000Z,813 12th ave se,Day 3
1310,-10383353.682922,5614769.58463,2016-02-04T00:00:00.000Z,2511 Stevens ave s,Day 3
1311,-10381811.453959,5612657.574893,2016-02-04T00:00:00.000Z,3231 elliot ave s,Day 3
1312,-10384495.733396,5613099.228597,2016-02-04T00:00:00.000Z,3105 HARRIET AVE S,Day 3
1313,-10384786.595251,5622270.704036,2016-02-04T00:00:00.000Z,707 25th ave n,Day 3
1314,-10385775.035147,5612516.454397,2016-02-04T00:00:00.000Z,3307 GIRARD AVE S,Day 3
1315,-10383460.562339,5616040.581016,2016-02-04T00:00:00.000Z,107 18th st e,Day 3
1316,-10382640.937646,5623294.271055,2016-02-04T00:00:00.000Z,2313 California ST NE,Day 3
1317,-10384509.391734,5610181.302088,2016-02-04T00:00:00.000Z,4139 Harriet ave s,Day 3
1318,-10381800.437203,5612573.681436,2016-02-04T00:00:00.000Z,901 33rd st e,Day 3
1319,-10383472.860816,5616040.528516,2016-02-04T00:00:00.000Z,105 18th st e,Day 3
1320,-10382640.364819,5623114.61222,2016-02-04T00:00:00.000Z,2203 California St NE,Day 3
1321,-10384031.717046,5611926.258346,2016-02-04T00:00:00.000Z,3527 Pillsbury ave s,Day 3
1322,-10381787.840607,5610557.725898,2016-02-04T00:00:00.000Z,4011 elliot,Day 3
1323,-10385355.569763,5611967.179586,2016-02-04T00:00:00.000Z,3511 DUPONT AVE S,Day 3
1324,-10378913.193959,5619268.962755,2016-02-04T00:00:00.000Z,817 12th Ave se,Day 3
1325,-10380102.259068,5614180.841413,2016-02-04T00:00:00.000Z,2721 Longfellow Avenue South,Day 3
1326,-10386613.796926,5619659.114651,2016-02-04T00:00:00.000Z,1027 Morgan Ave n,Day 3
1327,-10381893.85443,5616477.875271,2016-02-04T00:00:00.000Z,827 15th ST E,Day 3
1328,-10385914.025397,5618801.762213,2016-02-04T00:00:00.000Z,505 humboldt av n,Day 3
1329,-10385913.980225,5618824.222837,2016-02-04T00:00:00.000Z,515 humboldt av n,Day 3
1330,-10380323.967652,5619633.98496,2016-02-04T00:00:00.000Z,415 6TH ST SE,Day 3
1331,-10385947.6298,5621107.948548,2016-02-04T00:00:00.000Z,1425 18th ave n,Day 3
1332,-10385356.146301,5611868.805261,2016-02-04T00:00:00.000Z,3547 dupont ave s,Day 3
1333,-10377334.994998,5616929.585635,2016-02-04T00:00:00.000Z,2623 Essex st se,Day 3
1334,-10377367.287892,5616948.019934,2016-02-04T00:00:00.000Z,2601 Essex st se,Day 3
1335,-10384016.494205,5615359.955587,2016-02-04T00:00:00.000Z,2201 pillsbury ave s,Day 3
1336,-10381613.91594,5616333.582834,2016-02-04T00:00:00.000Z,1619 10th ave so,Day 3
1337,-10384631.008261,5615763.131637,2016-02-04T00:00:00.000Z,603 RIDGEWOOD AVE S,Day 3
1338,-10386470.940886,5620481.547019,2016-02-04T00:00:00.000Z,1429 logan Ave n,Day 3
1339,-10381143.388743,5622725.008664,2016-02-04T00:00:00.000Z,1913 Jefferson St NE,Day 3
1340,-10377215.606777,5617472.870634,2016-02-04T00:00:00.000Z,2529 4th st se,Day 3
1341,-10379227.290957,5623890.06227,2016-02-04T00:00:00.000Z,1517 26th ave ne,Day 3
1342,-10379532.7621,5620883.701703,2016-02-04T00:00:00.000Z,647 Pierce St NE,Day 3
1343,-10378407.065799,5619706.120921,2016-02-04T00:00:00.000Z,1021 15TH AVE SE,Day 3
1344,-10376961.064419,5619193.985421,2016-02-04T00:00:00.000Z,849 25th Ave se,Day 3
1345,-10379526.155006,5615631.646461,2016-02-04T00:00:00.000Z,2015 22nd ave S,Day 3
1346,-10378760.035296,5618752.286838,2016-02-04T00:00:00.000Z,1413 6th ST SE,Day 3
1347,-10378638.195437,5615089.584105,2016-02-04T00:00:00.000Z,2707 24th ST E,Day 3
1348,-10385118.72995,5621618.45242,2016-02-04T00:00:00.000Z,2129 Bryant Ave n,Day 3
1349,-10384686.614918,5612531.786917,2016-02-04T00:00:00.000Z,627 33rd Street West,Day 3
1350,-10383346.542619,5616041.001496,2016-02-04T00:00:00.000Z,129 18th Street East,Day 3
1351,-10377326.69463,5617044.991757,2016-02-04T00:00:00.000Z,163 26th ave se,Day 3
1352,-10379953.017986,5618863.456886,2016-02-04T00:00:00.000Z,327 8th ave se,Day 3
1353,-10384681.113242,5612531.752253,2016-02-04T00:00:00.000Z,623 33rd Street West,Day 3
1354,-10381727.475864,5616477.712325,2016-02-04T00:00:00.000Z,929 15th st e,Day 3
1355,-10379389.271211,5620571.926411,2016-02-04T00:00:00.000Z,437 Buchanan St NE,Day 3
1356,-10386776.735467,5626585.606634,2016-02-04T00:00:00.000Z,4241 newton av n,Day 3
1357,-10377209.786442,5617469.545181,2016-02-04T00:00:00.000Z,2533 4th st se,Day 3
1358,0,0,2016-02-04T00:00:00.000Z,111 logan Ave n,Day 3
1359,-10379962.855485,5618845.579389,2016-02-04T00:00:00.000Z,315 8th Ave SE,Day 3
1360,-10377355.545021,5616941.316552,2016-02-04T00:00:00.000Z,2609 Essex st se,Day 3
1361,-10379959.576319,5618851.538555,2016-02-04T00:00:00.000Z,319 8th ave se,Day 3
1362,-10380919.154137,5612818.711134,2016-02-04T00:00:00.000Z,1507 32nd St E,Day 3
1363,-10385769.935394,5625341.29281,2016-02-04T00:00:00.000Z,3813 girard av n,Day 3
1364,-10386265.376035,5618188.32846,2016-02-04T00:00:00.000Z,1613 2nd av n,Day 3
1365,-10380524.035255,5621070.016141,2016-02-04T00:00:00.000Z,713 Jackson St NE,Day 3
1366,-10377343.802151,5616934.613171,2016-02-04T00:00:00.000Z,2617 Essex st se,Day 3
1367,-10380233.787539,5622928.488384,2016-02-04T00:00:00.000Z,927 20TH AVE NE,Day 3
1368,-10377105.020413,5617409.687017,2016-02-04T00:00:00.000Z,2605 4th st se,Day 3
1369,-10384471.917048,5616404.653165,2016-02-04T00:00:00.000Z,415 oak grove st,Day 3
1370,0,0,2016-02-04T00:00:00.000Z,2325 plilsbury ave s,Day 3
1371,-10385655.43359,5612818.194655,2016-02-04T00:00:00.000Z,1311 32nd st w,Day 3
1372,-10379390.230606,5620828.924553,2016-02-04T00:00:00.000Z,627 Buchanan St NE,Day 3
1373,-10380378.405254,5608467.834336,2016-02-04T00:00:00.000Z,4733 18th ave so,Day 3
1374,-10379795.145726,5620755.922348,2016-02-04T00:00:00.000Z,1117 Spring St NE,Day 3
1375,-10377344.780145,5617012.32929,2016-02-04T00:00:00.000Z,141 26TH AVE SE,Day 3
1376,-10379951.378403,5618866.436469,2016-02-04T00:00:00.000Z,329 8th ave. Se,Day 3
1377,-10385903.296704,5624510.999634,2016-02-04T00:00:00.000Z,3521 HUMBOLDT AVE N,Day 3
1378,-10381804.663728,5613255.49255,2016-02-04T00:00:00.000Z,3049 elliot ave,Day 3
1379,-10387711.209009,5628567.199298,2016-02-04T00:00:00.000Z,4943 Thomas Ave n,Day 3
1380,-10379795.145726,5620755.922348,2016-02-04T00:00:00.000Z,1117 Spring St NE,Day 3
1381,-10386777.594604,5626635.793421,2016-02-04T00:00:00.000Z,4257 Newton ave n,Day 3
1382,-10383339.668833,5615842.402979,2016-02-04T00:00:00.000Z,133 19th st e,Day 3
1383,-10386094.897762,5612817.739949,2016-02-04T00:00:00.000Z,1453 32ND ST W,Day 3
1384,-10383351.824266,5616010.660744,2016-02-04T00:00:00.000Z,1817 Stevens Avenue South,Day 3
1385,-10380008.279988,5623884.974984,2016-02-04T00:00:00.000Z,1019 26th Ave NE,Day 3
1386,0,0,2016-02-04T00:00:00.000Z,3953 bupout Ave n,Day 3
1387,0,0,2016-02-04T00:00:00.000Z,2615 Essex Sr se,Day 3
1388,-10380015.870762,5623884.90987,2016-02-04T00:00:00.000Z,1015 26th Ave NE,Day 3
1389,-10378970.096732,5610520.131187,2016-02-04T00:00:00.000Z,4023 25th ave so,Day 3
1390,-10380060.048235,5618669.00556,2016-02-04T00:00:00.000Z,201 8th ave se,Day 3
1391,-10385904.271085,5623980.954841,2016-02-04T00:00:00.000Z,3335 Humboldt ave N,Day 3
1392,0,0,2016-02-04T00:00:00.000Z,1829 Stevens south,Day 3
1393,-10380822.24848,5612817.854567,2016-02-04T00:00:00.000Z,1523 32nd st e,Day 3
1394,-10380081.58194,5621040.98382,2016-02-04T00:00:00.000Z,1007 Summer St NE,Day 3
1395,-10377364.509797,5616976.697508,2016-02-04T00:00:00.000Z,117 26TH AVE SE,Day 3
1396,-10385343.102932,5624245.997054,2016-02-04T00:00:00.000Z,3431 DuPont Ave n,Day 3
1397,-10385676.605729,5612282.724083,2016-02-04T00:00:00.000Z,1323 34TH ST W,Day 3
1398,-10383203.097678,5615842.599766,2016-02-04T00:00:00.000Z,209 19th st e,Day 3
1399,-10386776.950251,5626598.153331,2016-02-04T00:00:00.000Z,4245  newton ave N,Day 3
1400,0,0,2016-02-04T00:00:00.000Z,1731 s 2nd ave,Day 3
1401,-10377399.568296,5617168.225629,2016-02-04T00:00:00.000Z,2525 delaware st se,Day 3
1402,0,0,2016-02-04T00:00:00.000Z,205 7 TN Ave se,Day 3
1403,-10385913.926017,5618851.175585,2016-02-04T00:00:00.000Z,527 humboldt av n,Day 3
1404,-10381091.045835,5621134.121323,2016-02-04T00:00:00.000Z,735 JEFFERSON ST NE,Day 3
1405,-10378784.342831,5615573.718948,2016-02-04T00:00:00.000Z,2623 pautz pl,Day 3
1406,-10386888.061701,5621638.576744,2016-02-04T00:00:00.000Z,2123 Oliver Ave N,Day 3
1407,-10379963.211078,5612820.704893,2016-02-04T00:00:00.000Z,1903 32nd st e,Day 3
1408,-10380199.628992,5618792.610396,2016-02-04T00:00:00.000Z,223 7th Ave se,Day 3
1409,-10377408.38426,5617173.108148,2016-02-04T00:00:00.000Z,2519 Delaware st se,Day 3
1410,-10381663.282264,5613299.299895,2016-02-04T00:00:00.000Z,3033 10th Ave s,Day 3
1411,-10385785.81166,5626953.488862,2016-02-04T00:00:00.000Z,4355 Girard ave n,Day 3
1412,-10380441.612475,5622472.081061,2016-02-04T00:00:00.000Z,1803 Jackson St NE,Day 3
1413,-10380042.391212,5624182.930449,2016-02-04T00:00:00.000Z,2705 Polk st NE,Day 3
1414,-10385212.055678,5612196.433746,2016-02-04T00:00:00.000Z,3431 Colfax ave s,Day 3
1415,-10386131.360785,5614831.877697,2016-02-04T00:00:00.000Z,1625 25TH ST W,Day 3
1416,-10383351.959568,5615838.724113,2016-02-04T00:00:00.000Z,1903 STEVENS AVE S,Day 3
1417,-10387709.993102,5628451.369497,2016-02-04T00:00:00.000Z,4901 Thomas Ave N,Day 3
1418,-10380441.504762,5622484.23881,2016-02-04T00:00:00.000Z,1805 Jackson St NE,Day 3
1419,-10379241.881606,5625883.042546,2016-02-04T00:00:00.000Z,1505 33rd Ave ne,Day 3
1420,-10385203.106729,5624583.897336,2016-02-04T00:00:00.000Z,3551 colfax av n,Day 3
1421,-10378608.148242,5615089.670434,2016-02-04T00:00:00.000Z,2725 24th ST E,Day 3
1422,-10377979.889068,5619087.686066,2016-02-04T00:00:00.000Z,849 18TH AVE SE,Day 3
1423,-10386777.272428,5626616.973376,2016-02-04T00:00:00.000Z,4251 Newton n,Day 3
1424,-10384458.691768,5616399.215735,2016-02-04T00:00:00.000Z,409 oak grove st,Day 3
1425,-10386777.37982,5626623.246724,2016-02-04T00:00:00.000Z,4253 newton ave n,Day 3
1426,-10383218.274908,5615848.800786,2016-02-04T00:00:00.000Z,19TH ST E & 2ND AVE S,Day 3
1427,-10385883.149471,5628825.169864,2016-02-04T00:00:00.000Z,5037 girard ave n,Day 3
1428,-10381762.91134,5616477.702584,2016-02-04T00:00:00.000Z,905 15TH ST E,Day 3
1429,-10385069.261651,5615365.267238,2016-02-04T00:00:00.000Z,907 22nd ST W,Day 3
1430,-10380104.026123,5613075.904052,2016-02-04T00:00:00.000Z,3111 longfellow,Day 3
1431,-10386777.165035,5626610.700028,2016-02-04T00:00:00.000Z,4249 Newton North,Day 3
1432,-10387189.55648,5619500.162596,2016-02-04T00:00:00.000Z,919 Queen Ave N,Day 3
1433,-10381333.177142,5626983.45862,2016-02-04T00:00:00.000Z,579 36 1/2 Ave ne,Day 3
1434,-10377830.251299,5619253.839909,2016-02-04T00:00:00.000Z,869 19TH AVE SE,Day 3
1435,-10377343.136007,5617015.298605,2016-02-04T00:00:00.000Z,143 26th ave se,Day 3
1436,-10388042.497579,5625724.695179,2016-02-04T00:00:00.000Z,3943 washburn av n,Day 3
1437,0,0,2016-02-04T00:00:00.000Z,22nd and bryant,Day 3
1438,-10385212.197826,5612174.627017,2016-02-04T00:00:00.000Z,3439 Colfax Ave South,Day 3
1439,-10377402.50695,5617169.853135,2016-02-04T00:00:00.000Z,2523 Delaware st se,Day 3
1440,-10377523.967146,5619788.872626,2016-02-04T00:00:00.000Z,1059 21st ave se,Day 3
1441,-10385622.234888,5614511.812162,2016-02-04T00:00:00.000Z,2603 FREMONT AVE S,Day 3
1442,-10383212.131959,5615797.073405,2016-02-04T00:00:00.000Z,1925 2ND AVE S,Day 3
1443,-10385224.496203,5612158.351443,2016-02-04T00:00:00.000Z,3444 Colfax Ave South,Day 3
1444,-10381646.656234,5626557.797971,2016-02-04T00:00:00.000Z,3501 5th St NE,Day 3
1445,-10381663.685386,5613343.146343,2016-02-04T00:00:00.000Z,3017 10TH AVE S,Day 3
1446,-10377405.445605,5617171.480642,2016-02-04T00:00:00.000Z,2521 Delaware st se,Day 3
1447,-10385763.880715,5624229.028681,2016-02-04T00:00:00.000Z,3423 GIRARD AVE N,Day 3
1448,-10381647.973782,5626481.363219,2016-02-04T00:00:00.000Z,3481 5th St NE,Day 3
1449,-10383498.177979,5612287.069525,2016-02-04T00:00:00.000Z,105 34th Street East,Day 3
1450,-10386495.88944,5626842.397051,2016-02-04T00:00:00.000Z,4319 Logan ave n,Day 3
1451,-10377325.050492,5617047.961072,2016-02-04T00:00:00.000Z,165 26th ave se,Day 3
1452,-10383886.381923,5612534.816624,2016-02-04T00:00:00.000Z,119 33rd Street West,Day 3
1453,-10376950.688141,5617321.553558,2016-02-04T00:00:00.000Z,2701 4th st se,Day 3
1454,-10376909.872402,5619448.624305,2016-02-04T00:00:00.000Z,907 WEEKS AVE SE,Day 3
1455,0,0,2016-02-04T00:00:00.000Z,1009 w 37th st,Day 3
1456,-10377349.673586,5616937.964862,2016-02-04T00:00:00.000Z,2613 ESSEX ST SE,Day 3
1457,-10376929.468172,5617309.542129,2016-02-04T00:00:00.000Z,2717 4th st se,Day 3
1458,-10377411.322915,5617174.735654,2016-02-04T00:00:00.000Z,2517 delaware st se,Day 3
1459,-10387347.826926,5624169.186013,2016-02-04T00:00:00.000Z,2425 34th Ave n,Day 3
1460,-10385903.474685,5622764.185607,2016-02-04T00:00:00.000Z,2709 humboldt av n,Day 3
1461,-10386914.504034,5620595.323257,2016-02-04T00:00:00.000Z,2121 15TH AVE N,Day 3
1462,-10385521.535553,5625576.783029,2016-02-04T00:00:00.000Z,1225 39th Ave n,Day 3
1463,-10377414.261569,5617176.36316,2016-02-04T00:00:00.000Z,2515 deleware st se,Day 3
1464,-10386360.062053,5619580.832376,2016-02-04T00:00:00.000Z,1721 Oak Park Ave N,Day 3
1465,-10377417.200224,5617177.990666,2016-02-04T00:00:00.000Z,2513 deleware st se,Day 3
1466,-10385883.134896,5628847.421008,2016-02-04T00:00:00.000Z,5045 girard ave n,Day 3
1467,-10377408.38426,5617173.108148,2016-02-04T00:00:00.000Z,2519 delaware st se,Day 3
1468,-10382928.355711,5615074.932734,2016-02-04T00:00:00.000Z,2407 clinton av s,Day 3
1469,-10378959.809222,5625684.787579,2016-02-04T00:00:00.000Z,3231 Ulysses St NE,Day 3
1470,-10380000.862399,5622774.481724,2016-02-04T00:00:00.000Z,1025 19th ave ne,Day 3
1471,-10377414.261569,5617176.36316,2016-02-04T00:00:00.000Z,2515 Delaware st se,Day 3
1472,-10377420.138879,5617179.618173,2016-02-04T00:00:00.000Z,2511 deleware st Se,Day 3
1473,-10377339.847732,5617021.237235,2016-02-04T00:00:00.000Z,147 26th ave se,Day 3
1474,-10380950.215303,5612247.693005,2016-02-04T00:00:00.000Z,3415 15th ave s,Day 3
1475,-10383790.621183,5622445.300309,2016-02-04T00:00:00.000Z,145 26th ave s,Day 3
1476,-10386210.03251,5627866.592648,2016-02-04T00:00:00.000Z,1825 47th ave s,Day 3
1477,-10386777.37982,5626623.246724,2016-02-04T00:00:00.000Z,4253 newton ave n,Day 3
1478,-10383212.163105,5615831.399713,2016-02-04T00:00:00.000Z,1907 2ND AVE S,Day 3
1479,-10377411.322915,5617174.735654,2016-02-04T00:00:00.000Z,2517 DELAWARE ST SE,Day 3
1480,-10377408.38426,5617173.108148,2016-02-04T00:00:00.000Z,2519 DELAWARE ST SE,Day 3
1,-10381195.804436,5619550.280097,2016-02-02T00:00:00.000Z,14 university Ave se,Day 1
2,-10381260.326951,5619630.890277,2016-02-02T00:00:00.000Z,2 university Ave ne,Day 1
3,-10380237.780823,5618976.518636,2016-02-02T00:00:00.000Z,625 university Ave Se,Day 1
4,-10381958.537621,5613255.560573,2016-02-02T00:00:00.000Z,3050 chicago ave s,Day 1
5,-10381943.939483,5611675.721522,2016-02-02T00:00:00.000Z,3616 chicago,Day 1
6,-10381933.955991,5611916.001163,2016-02-02T00:00:00.000Z,3533 Chicago,Day 1
7,-10379965.627631,5618820.754484,2016-02-02T00:00:00.000Z,801 university ave se,Day 1
8,-10381951.743574,5612500.346759,2016-02-02T00:00:00.000Z,3326 chicago ave,Day 1
9,-10382229.927172,5616463.302303,2016-02-02T00:00:00.000Z,1520 park ave s,Day 1
10,-10382787.618159,5612445.718354,2016-02-02T00:00:00.000Z,3347 4th ave s,Day 1
11,-10384781.922623,5624262.205442,2016-02-02T00:00:00.000Z,3439 LYNDALE AVE N,Day 1
12,-10380742.725131,5619258.782538,2016-02-02T00:00:00.000Z,315 university ave se,Day 1
13,-10381954.388812,5612807.375503,2016-02-02T00:00:00.000Z,3204 Chicago Ave so,Day 1
14,-10381386.388917,5621668.317048,2016-02-02T00:00:00.000Z,615 13th Ave NE,Day 1
15,-10382807.675074,5613069.875337,2016-02-02T00:00:00.000Z,3120 4TH AVE SOUTH,Day 1
16,-10377988.211712,5616809.182757,2016-02-02T00:00:00.000Z,613 oak st se,Day 1
17,-10381944.195629,5609614.976307,2016-02-02T00:00:00.000Z,4344 chicago ave,Day 1
18,-10384668.249898,5627878.794315,2016-02-02T00:00:00.000Z,4700 lyndale ave n,Day 1
19,-10381999.021318,5621663.11472,2016-02-02T00:00:00.000Z,13th Ave NE & University,Day 1
20,-10384711.271948,5627669.555369,2016-02-02T00:00:00.000Z,4627 Lyndale Ave N,Day 1
21,-10384768.72992,5623695.545945,2016-02-02T00:00:00.000Z,3238 Lyndale Ave n,Day 1
22,-10377988.15269,5616821.435174,2016-02-02T00:00:00.000Z,607 Oak St. SE.,Day 1
23,0,0,2016-02-02T00:00:00.000Z,330 w 15th st,Day 1
24,-10377271.503811,5616190.632505,2016-02-02T00:00:00.000Z,43 27 Ave SE,Day 1
25,-10384780.906311,5623690.026119,2016-02-02T00:00:00.000Z,3237 Lyndale Ave n,Day 1
26,-10382783.816122,5611884.232746,2016-02-02T00:00:00.000Z,3545 4th Avenue South,Day 1
27,-10383408.830538,5619723.178878,2016-02-02T00:00:00.000Z,700 2nd st no,Day 1
28,-10382229.401132,5616626.855274,2016-02-02T00:00:00.000Z,1400 park AV s,Day 1
29,-10382782.159491,5611698.630103,2016-02-02T00:00:00.000Z,3609 4th Avenue South,Day 1
30,-10381167.606343,5619519.691834,2016-02-02T00:00:00.000Z,22 university ave se,Day 1
31,-10382217.735203,5616463.265512,2016-02-02T00:00:00.000Z,1521 park AV s,Day 1
32,-10382230.275999,5615842.436957,2016-02-02T00:00:00.000Z,1900 PARK AVE S,Day 1
33,-10378334.200228,5618296.113928,2016-02-02T00:00:00.000Z,1740 5 th st se,Day 1
34,-10377195.648616,5617242.842365,2016-02-02T00:00:00.000Z,2604 university ave se,Day 1
35,-10378308.543915,5618281.244115,2016-02-02T00:00:00.000Z,1756 5th st SE,Day 1
36,-10382218.484732,5615976.025032,2016-02-02T00:00:00.000Z,1835 PARK AVE S,Day 1
37,0,0,2016-02-02T00:00:00.000Z,113 w 15th st,Day 1
38,0,0,2016-02-02T00:00:00.000Z,13th Y NE 100-123,Day 1
39,0,0,2016-02-02T00:00:00.000Z,Cty rd 5,Day 1
40,-10382088.446294,5615848.692012,2016-02-02T00:00:00.000Z,1900 COLUMBUS AVE S,Day 1
41,-10382502.021635,5616599.055109,2016-02-02T00:00:00.000Z,1421 Portland Ave S,Day 1
42,0,0,2016-02-02T00:00:00.000Z,1769 13th Ave NE,Day 1
43,-10380815.194515,5609373.33261,2016-02-02T00:00:00.000Z,4428 bloomington,Day 1
44,-10378722.393367,5618139.537084,2016-02-02T00:00:00.000Z,310 16th ave se,Day 1
45,-10385617.747073,5625389.227741,2016-02-02T00:00:00.000Z,3830 Fremont North,Day 1
46,-10385631.065327,5625520.544633,2016-02-02T00:00:00.000Z,3879 Fremont Ave N,Day 1
47,0,0,2016-02-02T00:00:00.000Z,4337 blooming ave s,Day 1
48,-10383670.067935,5616446.936984,2016-02-02T00:00:00.000Z,18 w 15th st w,Day 1
49,0,0,2016-02-02T00:00:00.000Z,600 N 2ND ST,Day 1
50,-10385168.215297,5629074.586567,2016-02-02T00:00:00.000Z,5123 bryant ave n,Day 1
51,-10380253.775432,5623314.148527,2016-02-02T00:00:00.000Z,2338 Central Ave NE,Day 1
52,-10385612.294243,5624791.105018,2016-02-02T00:00:00.000Z,3620 freemount ave n,Day 1
53,-10385922.256986,5611929.548308,2016-02-02T00:00:00.000Z,3525 Hennepin ave s,Day 1
54,-10385617.747073,5625389.227741,2016-02-02T00:00:00.000Z,3830 Fremont ave n,Day 1
55,-10382218.070393,5615812.062607,2016-02-02T00:00:00.000Z,1917 park Avenue s,Day 1
56,-10385929.021557,5612765.206879,2016-02-02T00:00:00.000Z,3218 Hennepin Ave S,Day 1
57,-10378811.626878,5619601.531447,2016-02-02T00:00:00.000Z,1208 como Ave Se,Day 1
58,-10385631.544208,5626329.477336,2016-02-02T00:00:00.000Z,4148 Fremont ave n,Day 1
59,-10378792.584594,5619601.477878,2016-02-02T00:00:00.000Z,1222 Como ave se,Day 1
60,-10381931.864827,5609636.691404,2016-02-02T00:00:00.000Z,4337 Chicago,Day 1
61,-10380815.799775,5608859.225908,2016-02-02T00:00:00.000Z,4608 bloomington  ave s,Day 1
62,-10382218.083976,5615842.442408,2016-02-02T00:00:00.000Z,1901 park Ave s,Day 1
63,-10383408.830538,5619723.178878,2016-02-02T00:00:00.000Z,700 2nd Street North,Day 1
64,-10377259.290277,5616246.934178,2016-02-02T00:00:00.000Z,50 27TH AVE SE,Day 1
65,-10385611.511445,5623883.673698,2016-02-02T00:00:00.000Z,3300 fremont ave n,Day 1
66,0,0,2016-02-02T00:00:00.000Z,Marshall St & 3rd Ave NE,Day 1
67,-10381932.073365,5609604.002094,2016-02-02T00:00:00.000Z,4349 chicago,Day 1
68,-10382230.783439,5616010.209845,2016-02-02T00:00:00.000Z,1816 park ave s,Day 1
69,0,0,2016-02-02T00:00:00.000Z,1769 13th Ave NE,Day 1
70,-10377639.783697,5619604.613145,2016-02-02T00:00:00.000Z,2018 Como Ave se,Day 1
71,-10378931.387227,5619604.926803,2016-02-02T00:00:00.000Z,1100 como ave se,Day 1
72,-10381737.116582,5618318.292317,2016-02-02T00:00:00.000Z,207 5th Ave. S.,Day 1
73,-10377259.266222,5616260.452017,2016-02-02T00:00:00.000Z,52 27TH AVE SE,Day 1
74,-10382218.472872,5615972.222494,2016-02-02T00:00:00.000Z,1837 PARK AVE S,Day 1
75,-10384727.312948,5627467.58346,2016-02-02T00:00:00.000Z,4552 lyndale ave n,Day 1
76,-10384690.674896,5627727.299727,2016-02-02T00:00:00.000Z,4648 lyndale ave n,Day 1
77,-10382530.290219,5616963.030774,2016-02-02T00:00:00.000Z,503 10th st s,Day 1
78,-10380812.561205,5612964.720682,2016-02-02T00:00:00.000Z,3151 bloomington ave,Day 1
79,-10383801.417168,5616332.925908,2016-02-02T00:00:00.000Z,1551 lasalle,Day 1
80,-10375982.286784,5619634.334124,2016-02-02T00:00:00.000Z,3200 COMO AVE SE,Day 1
81,-10385357.406837,5613350.784168,2016-02-02T00:00:00.000Z,3014 DuPont ave s,Day 1
82,0,0,2016-02-02T00:00:00.000Z,15th AVe 8th st SE,Day 1
83,-10385357.377007,5613356.117428,2016-02-02T00:00:00.000Z,3012 DUPONT AVE SOUTH,Day 1
84,-10379360.24724,5619489.823471,2016-02-02T00:00:00.000Z,8th st se & 10th ave se,Day 1
85,-10383801.268761,5616434.159857,2016-02-02T00:00:00.000Z,1501 lasalle,Day 1
86,-10385623.448418,5623784.655562,2016-02-02T00:00:00.000Z,3230 Fremont Ave n,Day 1
87,-10382230.747858,5615998.802232,2016-02-02T00:00:00.000Z,1822 PARK AVE S,Day 1
